,,,,,,,,,Tackles,,,,,Vs Dribbles,,,,Pressures,,,,,,Blocks,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
2272,Waldo Rubio,es ESP,FW,Valladolid,es La Liga,24,1995,4.2,7,5,4,1,2,2,11,18.2,9,105,23,21.9,38,41,26,8,0,0,8,1,8,4,0,Matches
2273,John Ruddy,eng ENG,GK,Wolves,eng Premier League,33,1986,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2274,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,27,1993,19.0,30,18,16,11,3,12,18,66.7,6,166,66,39.8,90,63,13,21,11,0,10,15,45,89,0,Matches
2275,Sebastian Rudy,de GER,MFDF,Hoffenheim,de Bundesliga,30,1990,18.6,52,30,23,20,9,18,45,40.0,27,364,122,33.5,97,176,91,40,4,0,36,8,60,16,1,Matches
2276,Sebastian Rudy,de GER,DF,Schalke 04,de Bundesliga,30,1990,2.0,4,1,3,0,1,2,7,28.6,5,31,9,29.0,14,11,6,11,4,1,7,0,4,6,0,Matches
2277,Kevin Rüegg,ch SUI,DFMF,Hellas Verona,it Serie A,21,1998,2.3,4,3,2,1,1,0,1,0.0,1,30,12,40.0,14,11,5,7,1,0,6,1,5,4,0,Matches
2278,Daniele Rugani,it ITA,DF,Rennes,fr Ligue 1,26,1994,1.0,2,2,1,1,0,0,1,0.0,1,6,3,50.0,4,2,0,1,1,0,0,0,2,1,0,Matches
2279,Daniele Rugani,it ITA,DF,Cagliari,it Serie A,26,1994,11.1,27,13,11,13,3,8,18,44.4,10,171,54,31.6,75,88,8,22,11,0,11,15,42,56,0,Matches
2280,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,18,2002,2.3,4,2,3,1,0,2,2,100.0,0,18,6,33.3,8,8,2,5,0,0,5,4,8,4,0,Matches
2281,Mário Rui,pt POR,DF,Napoli,it Serie A,29,1991,18.5,29,19,18,11,0,17,34,50.0,17,170,60,35.3,72,64,34,35,5,0,30,29,58,32,0,Matches
2282,Aitor Ruibal,es ESP,FWMF,Betis,es La Liga,24,1996,17.7,38,24,13,14,11,16,49,32.7,33,310,98,31.6,68,148,94,25,0,0,25,21,59,15,0,Matches
2283,Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,24,1996,28.5,49,40,20,20,9,20,69,29.0,49,467,140,30.0,132,213,122,44,3,0,41,40,89,41,0,Matches
2284,Isma Ruiz,es ESP,MF,Granada,es La Liga,19,2001,0.7,2,2,1,1,0,0,0,,0,12,2,16.7,5,5,2,1,0,0,1,0,2,2,0,Matches
2285,Kays Ruiz,ma MAR,FWMF,Paris S-G,fr Ligue 1,17,2002,2.1,1,1,1,0,0,1,6,16.7,5,45,11,24.4,12,23,10,6,0,0,6,1,2,2,0,Matches
2286,Víctor Ruiz,es ESP,DF,Betis,es La Liga,31,1989,24.0,17,11,11,6,0,5,10,50.0,5,141,49,34.8,70,61,10,26,12,0,14,46,63,138,0,Matches
2287,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,28,1992,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2288,Georginio Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,18,2002,2.7,5,2,4,1,0,0,2,0.0,2,59,15,25.4,9,26,24,1,0,0,1,1,6,3,0,Matches
2289,Georginio Rutter,fr FRA,FWMF,Rennes,fr Ligue 1,18,2002,0.5,2,2,0,1,1,1,4,25.0,3,18,4,22.2,1,7,10,2,0,0,2,1,3,0,0,Matches
2290,Mathew Ryan,au AUS,GK,Arsenal,eng Premier League,28,1992,3.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2291,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,28,1992,11.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,1,0,Matches
2292,Julian Ryerson,no NOR,DFMF,Union Berlin,de Bundesliga,22,1997,11.9,22,10,8,11,3,10,17,58.8,7,184,57,31.0,59,94,31,26,2,0,24,13,35,22,1,Matches
2293,Frederik Rønnow,dk DEN,GK,Schalke 04,de Bundesliga,27,1992,10.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2294,João Victor Santos Sá,br BRA,FW,Wolfsburg,de Bundesliga,26,1994,5.2,17,8,4,9,4,5,10,50.0,5,130,41,31.5,28,52,50,15,0,0,15,7,24,2,0,Matches
2295,Roli Pereira de Sa,fr FRA,MFFW,Nantes,fr Ligue 1,23,1996,0.6,3,3,1,2,0,2,6,33.3,4,18,7,38.9,2,11,5,0,0,0,0,1,4,0,0,Matches
2296,Idriss Saadi,dz ALG,FWMF,Strasbourg,fr Ligue 1,28,1992,1.4,1,0,0,0,1,1,3,33.3,2,23,10,43.5,2,9,12,0,0,0,0,0,1,0,0,Matches
2297,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,27,1993,32.3,58,40,32,20,6,26,49,53.1,23,324,97,29.9,133,129,62,70,8,0,62,50,108,45,1,Matches
2298,Mathys Saban,fr FRA,FW,Saint-Étienne,fr Ligue 1,18,2002,0.1,0,0,0,0,0,0,0,,0,2,1,50.0,0,2,0,0,0,0,0,0,0,0,0,Matches
2299,Marcel Sabitzer,at AUT,MF,RB Leipzig,de Bundesliga,26,1994,22.5,38,27,17,19,2,9,32,28.1,23,303,102,33.7,80,160,63,18,3,0,15,36,74,28,0,Matches
2300,Alexis Saelemaekers,be BEL,FW,Milan,it Serie A,21,1999,22.4,47,31,20,21,6,16,57,28.1,41,522,158,30.3,159,216,147,40,1,0,39,28,75,6,0,Matches
2301,Modibo Sagnan,ml MLI,DF,Real Sociedad,es La Liga,21,1999,6.9,12,5,7,4,1,4,8,50.0,4,71,26,36.6,34,35,2,10,2,0,8,7,19,32,0,Matches
2302,Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,eng Premier League,23,1997,17.3,15,11,5,9,1,1,8,12.5,7,211,52,24.6,39,115,57,13,1,0,12,9,24,0,0,Matches
2303,Borja Sainz,es ESP,MFFW,Alavés,es La Liga,19,2001,5.0,9,8,2,4,3,2,12,16.7,10,133,42,31.6,33,60,40,10,1,0,9,5,14,0,0,Matches
2304,Romain Saïss,ma MAR,DF,Wolves,eng Premier League,30,1990,26.7,37,18,25,12,0,7,22,31.8,15,259,78,30.1,167,87,5,43,16,3,27,39,76,165,2,Matches
2305,Bukayo Saka,eng ENG,FWDF,Arsenal,eng Premier League,18,2001,28.4,34,19,13,16,5,4,30,13.3,26,394,111,28.2,97,162,135,40,2,0,38,27,61,32,0,Matches
2306,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,30,1990,26.5,99,61,44,40,15,42,60,70.0,18,326,122,37.4,140,129,57,43,7,0,36,38,137,80,0,Matches
2307,Moïse Sakava,cm CMR,MF,Reims,fr Ligue 1,19,2000,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2308,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,30,1990,3.1,4,2,1,3,0,3,3,100.0,0,14,6,42.9,8,6,0,3,2,0,1,0,4,14,1,Matches
2309,Jacopo Sala,it ITA,DF,Spezia,it Serie A,28,1991,4.2,16,5,11,4,1,7,15,46.7,8,61,15,24.6,38,19,4,5,2,0,3,3,19,7,0,Matches
2310,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,28,1992,34.2,26,13,6,7,13,6,16,37.5,10,553,153,27.7,45,165,343,14,1,0,13,9,35,11,1,Matches
2311,Eddy Salcedo,it ITA,FWMF,Hellas Verona,it Serie A,18,2001,8.4,4,2,2,1,1,2,2,100.0,0,99,36,36.4,15,44,40,11,1,0,10,3,7,9,0,Matches
2312,William Saliba,fr FRA,DF,Nice,fr Ligue 1,19,2001,20.0,12,8,9,3,0,4,6,66.7,2,105,44,41.9,62,40,3,28,19,0,9,34,46,99,2,Matches
2313,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,36,1984,15.0,0,0,0,0,0,0,1,0.0,1,5,1,20.0,5,0,0,0,0,0,0,0,0,1,1,Matches
2314,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,21,1999,9.4,32,19,22,9,1,13,27,48.1,14,148,60,40.5,74,63,11,25,5,0,20,26,58,38,0,Matches
2315,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,23,1997,18.5,21,13,8,11,2,4,12,33.3,8,307,68,22.1,49,166,92,18,2,0,16,10,31,11,0,Matches
2316,Salvi,es ESP,MFFW,Cádiz,es La Liga,29,1991,21.5,21,12,14,7,0,9,22,40.9,13,317,84,26.5,102,133,82,23,2,0,21,18,39,31,0,Matches
2317,Lazar Samardzic,de GER,MFFW,RB Leipzig,de Bundesliga,18,2002,2.2,8,6,3,4,1,3,12,25.0,9,88,24,27.3,29,43,16,6,0,0,6,5,13,1,0,Matches
2318,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,24,1996,28.5,75,45,26,43,6,26,84,31.0,58,464,153,33.0,144,260,60,52,12,0,40,68,143,76,0,Matches
2319,Mama Samba Baldé,gw GNB,FW,Dijon,fr Ligue 1,24,1995,24.0,28,20,6,15,7,5,16,31.3,11,364,99,27.2,22,187,155,18,2,0,16,13,41,19,0,Matches
2320,Junior Sambia,fr FRA,DFMF,Montpellier,fr Ligue 1,23,1996,27.2,53,35,25,21,7,25,39,64.1,14,288,95,33.0,109,119,60,45,14,0,31,34,87,61,0,Matches
2321,Frédéric Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,34,1986,12.6,14,9,6,6,2,7,29,24.1,22,196,51,26.0,63,92,41,12,1,0,11,8,22,2,0,Matches
2322,Fede San Emeterio,es ESP,MF,Valladolid,es La Liga,23,1997,16.2,31,18,20,10,1,6,27,22.2,21,321,83,25.9,120,178,23,33,9,0,24,15,46,38,0,Matches
2323,Antonio Sanabria,py PAR,FW,Torino,it Serie A,24,1996,10.9,7,4,2,2,3,3,11,27.3,8,214,36,16.8,17,107,90,7,1,0,6,10,17,7,0,Matches
2324,Antonio Sanabria,py PAR,FW,Betis,es La Liga,24,1996,10.4,7,6,0,5,2,1,4,25.0,3,137,30,21.9,2,57,78,6,0,0,6,2,9,8,1,Matches
2325,Oihan Sancet,es ESP,FWMF,Athletic Club,es La Liga,20,2000,11.5,10,9,4,4,2,4,12,33.3,8,233,55,23.6,27,116,90,7,0,0,7,3,13,5,0,Matches
2326,Renato Sanches,pt POR,MF,Lille,fr Ligue 1,22,1997,14.1,19,12,4,12,3,6,29,20.7,23,234,65,27.8,55,123,56,18,2,0,16,17,36,9,0,Matches
2327,Juan Sánchez Miño,ar ARG,DFMF,Elche,es La Liga,30,1990,5.5,11,5,7,4,0,7,13,53.8,6,63,12,19.0,27,34,2,13,1,0,12,4,15,10,0,Matches
2328,Alexis Sánchez,cl CHI,FW,Inter,it Serie A,31,1988,12.7,16,10,4,7,5,2,15,13.3,13,261,63,24.1,37,109,115,9,1,0,8,11,27,2,0,Matches
2329,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,24,1996,16.5,40,25,31,9,0,19,30,63.3,11,155,49,31.6,104,44,7,19,12,0,7,14,54,123,0,Matches
2330,Germán Sánchez,es ESP,DF,Granada,es La Liga,33,1986,29.3,26,11,15,10,1,10,25,40.0,15,167,58,34.7,88,72,7,46,30,0,16,26,52,219,3,Matches
2331,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,23,1997,10.2,19,12,14,4,1,7,8,87.5,1,74,24,32.4,49,22,3,18,8,0,10,13,32,55,0,Matches
2332,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,19,2000,10.8,27,11,12,9,6,10,23,43.5,13,205,64,31.2,78,68,59,14,0,0,14,11,38,22,0,Matches
2333,Manuel Sánchez,es ESP,DF,Atlético Madrid,es La Liga,19,2000,0.5,0,0,0,0,0,0,1,0.0,1,5,0,0.0,3,2,0,5,2,0,3,0,0,0,0,Matches
2334,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,22,1997,27.0,0,0,0,0,0,0,0,,0,3,0,0.0,3,0,0,0,0,0,0,0,0,0,0,Matches
2335,Jadon Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,20,2000,22.9,16,11,4,7,5,8,19,42.1,11,255,93,36.5,39,104,112,38,1,0,37,14,30,8,0,Matches
2336,Alex Sandro,br BRA,DF,Juventus,it Serie A,29,1991,20.6,40,27,22,11,7,14,26,53.8,12,188,76,40.4,85,72,31,37,5,0,32,23,63,51,0,Matches
2337,Leroy Sané,de GER,FWMF,Bayern Munich,de Bundesliga,24,1996,20.1,31,21,7,9,15,7,27,25.9,20,392,140,35.7,77,163,152,32,0,0,32,12,43,5,0,Matches
2338,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,29,1990,11.9,16,7,11,4,1,6,16,37.5,10,101,36,35.6,62,34,5,39,16,0,23,18,34,84,0,Matches
2339,Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,34,1986,23.2,47,32,11,29,7,11,57,19.3,46,444,128,28.8,88,285,71,33,8,1,25,26,73,57,1,Matches
2340,Mohamed Sankoh,nl NED,FW,Stuttgart,de Bundesliga,16,2003,0.2,0,0,0,0,0,0,0,,0,9,0,0.0,2,4,3,0,0,0,0,1,1,0,0,Matches
2341,Siriki Sanogo,ci CIV,MF,Benevento,it Serie A,18,2001,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,Matches
2342,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,25,1994,9.2,27,19,8,15,4,6,30,20.0,24,253,76,30.0,78,115,60,17,0,0,17,12,39,5,0,Matches
2343,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,25,1994,3.3,6,5,5,1,0,0,5,0.0,5,103,34,33.0,30,48,25,4,0,0,4,7,13,4,0,Matches
2344,Nicola Sansone,it ITA,FWMF,Bologna,it Serie A,28,1991,13.0,25,14,11,9,5,12,29,41.4,17,253,70,27.7,69,126,58,21,2,0,19,9,34,11,1,Matches
2345,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,25,1995,3.0,10,6,3,7,0,4,10,40.0,6,52,24,46.2,16,31,5,6,0,0,6,2,12,9,0,Matches
2346,Baptiste Santamaria,fr FRA,MF,Freiburg,de Bundesliga,25,1995,24.5,64,42,25,30,9,14,59,23.7,45,513,143,27.9,152,280,81,52,8,0,44,49,113,37,0,Matches
2347,Federico Santander,py PAR,FW,Bologna,it Serie A,29,1991,0.4,0,0,0,0,0,0,0,,0,8,5,62.5,0,3,5,0,0,0,0,0,0,0,0,Matches
2348,Davide Santon,it ITA,DF,Roma,it Serie A,29,1991,6.5,8,4,4,3,1,5,10,50.0,5,81,18,22.2,32,41,8,15,1,0,14,6,14,11,0,Matches
2349,Samir Santos,br BRA,DF,Udinese,it Serie A,25,1994,24.6,53,34,35,16,2,16,34,47.1,18,236,73,30.9,131,93,12,50,22,0,28,40,93,80,1,Matches
2350,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,28,1991,0.6,1,1,0,1,0,1,3,33.3,2,10,2,20.0,1,6,3,1,0,0,1,0,1,0,0,Matches
2351,Riccardo Saponara,it ITA,FWMF,Spezia,it Serie A,28,1991,4.3,4,2,1,2,1,2,4,50.0,2,28,6,21.4,8,8,12,2,0,0,2,3,7,2,0,Matches
2352,Ivan Šaponjić,rs SRB,FW,Cádiz,es La Liga,22,1997,4.3,0,0,0,0,0,0,1,0.0,1,80,11,13.8,8,47,25,2,0,0,2,3,3,3,0,Matches
2353,Pablo Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,28,1992,14.7,20,12,6,10,4,11,33,33.3,22,223,63,28.3,35,91,97,17,1,0,16,4,24,8,0,Matches
2354,Josh Sargent,us USA,FWMF,Werder Bremen,de Bundesliga,20,2000,27.8,36,28,13,16,7,8,34,23.5,26,549,158,28.8,97,264,188,51,6,0,45,20,56,35,0,Matches
2355,Bouna Sarr,gn GUI,DF,Bayern Munich,de Bundesliga,28,1992,5.0,14,9,6,5,3,2,4,50.0,2,70,19,27.1,22,37,11,3,0,0,3,4,18,14,1,Matches
2356,Bouna Sarr,gn GUI,DF,Marseille,fr Ligue 1,28,1992,0.8,2,1,0,0,2,1,1,100.0,0,13,6,46.2,3,4,6,2,1,0,1,1,3,2,0,Matches
2357,Sidy Sarr,sn SEN,MF,Nîmes,fr Ligue 1,24,1996,5.1,10,6,5,5,0,1,11,9.1,10,71,21,29.6,25,39,7,3,1,0,2,4,14,12,0,Matches
2358,Marco Sau,it ITA,MFFW,Benevento,it Serie A,32,1987,8.7,6,3,2,2,2,2,15,13.3,13,126,21,16.7,25,61,40,8,0,0,8,8,14,3,0,Matches
2359,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,28,1991,24.1,61,53,27,30,4,23,76,30.3,53,461,159,34.5,133,231,97,32,9,0,23,40,101,24,0,Matches
2360,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,29,1991,32.8,48,26,33,14,1,20,33,60.6,13,225,98,43.6,148,70,7,49,18,0,31,35,83,149,0,Matches
2361,Romaine Sawyers,kn SKN,MF,West Brom,eng Premier League,28,1991,16.5,31,19,21,9,1,10,36,27.8,26,332,81,24.4,165,143,24,18,2,0,16,22,53,15,1,Matches
2362,Gianluca Scamacca,it ITA,FW,Genoa,it Serie A,21,1999,15.0,20,11,6,7,7,7,20,35.0,13,230,59,25.7,27,103,100,14,4,0,10,8,28,15,0,Matches
2363,Dane Scarlett,eng ENG,FW,Tottenham,eng Premier League,16,2004,0.0,0,0,0,0,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,0,0,0,0,Matches
2364,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,28,1991,13.8,19,9,14,5,0,7,22,31.8,15,110,33,30.0,65,41,4,24,13,0,11,22,41,63,1,Matches
2365,Aurélien Scheidler,fr FRA,FW,Dijon,fr Ligue 1,22,1998,3.8,4,1,0,4,0,0,1,0.0,1,42,4,9.5,1,20,21,1,0,0,1,0,4,5,0,Matches
2366,Nicolás Schiappacasse,uy URU,MF,Sassuolo,it Serie A,21,1999,0.2,0,0,0,0,0,0,0,,0,4,2,50.0,0,0,4,0,0,0,0,0,0,0,0,Matches
2367,Pasquale Schiattarella,it ITA,MF,Benevento,it Serie A,33,1987,25.0,46,35,29,16,1,20,46,43.5,26,281,106,37.7,131,132,18,29,6,0,23,23,69,39,1,Matches
2368,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,24,1996,20.7,14,8,1,7,6,1,7,14.3,6,229,60,26.2,5,88,136,10,6,0,4,2,16,17,0,Matches
2369,Sven Schipplock,de GER,FWMF,Arminia,de Bundesliga,31,1988,8.3,12,8,2,6,4,2,29,6.9,27,333,78,23.4,45,176,112,13,3,0,10,3,15,13,0,Matches
2370,Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,22,1997,29.2,90,61,28,52,10,23,71,32.4,48,604,214,35.4,162,324,118,53,8,0,45,47,137,53,0,Matches
2371,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,23,1997,18.4,25,12,11,14,0,6,25,24.0,19,178,55,30.9,100,69,9,33,20,0,13,29,54,111,1,Matches
2372,Nico Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,20,1999,14.3,34,20,15,16,3,11,21,52.4,10,180,63,35.0,84,86,10,21,5,0,16,36,70,64,1,Matches
2373,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,eng Premier League,27,1992,15.9,37,20,17,13,7,8,24,33.3,16,247,68,27.5,87,114,46,35,8,0,27,21,58,15,1,Matches
2374,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,33,1986,38.0,0,0,0,0,0,0,0,,0,5,0,0.0,5,0,0,0,0,0,0,0,0,0,0,Matches
2375,Jonathan Schmid,fr FRA,DFMF,Freiburg,de Bundesliga,30,1990,26.6,37,27,15,15,7,9,28,32.1,19,309,94,30.4,108,134,67,55,13,0,42,22,59,50,0,Matches
2376,Romano Schmid,at AUT,FWMF,Werder Bremen,de Bundesliga,20,2000,13.1,27,20,11,8,8,9,34,26.5,25,345,76,22.0,87,168,90,26,1,0,25,16,43,4,0,Matches
2377,Benno Schmitz,de GER,DF,Köln,de Bundesliga,25,1994,4.6,13,6,7,6,0,5,11,45.5,6,86,30,34.9,34,27,25,6,4,0,2,8,21,17,0,Matches
2378,Morgan Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,30,1989,24.4,53,38,24,25,4,15,49,30.6,34,420,122,29.0,148,235,37,39,13,0,26,36,89,60,0,Matches
2379,Alessandro Schöpf,at AUT,FWMF,Schalke 04,de Bundesliga,26,1994,10.5,15,12,6,9,0,5,15,33.3,10,212,63,29.7,67,98,47,21,1,0,20,7,22,5,0,Matches
2380,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,23,1997,27.9,50,40,19,30,1,10,31,32.3,21,434,132,30.4,168,207,59,51,14,1,37,79,129,45,2,Matches
2381,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,27,1993,6.8,10,9,4,3,3,0,12,0.0,12,90,33,36.7,28,37,25,11,4,0,7,14,24,20,0,Matches
2382,Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,28,1992,26.0,0,0,0,0,0,0,0,,0,3,2,66.7,3,0,0,1,0,0,1,0,0,3,1,Matches
2383,Christopher Scott,de GER,FWMF,Bayern Munich,de Bundesliga,18,2002,0.4,2,1,0,1,1,0,0,,0,4,2,50.0,1,2,1,1,0,0,1,0,2,0,0,Matches
2384,Matteo Scozzarella,it ITA,MF,Parma,it Serie A,32,1988,1.7,3,1,2,1,0,2,3,66.7,1,18,5,27.8,5,12,1,5,1,0,4,6,9,1,0,Matches
2385,Simone Scuffet,it ITA,GK,Udinese,it Serie A,24,1996,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2386,Jacopo Segre,it ITA,MF,Torino,it Serie A,23,1997,2.1,6,5,3,2,1,2,5,40.0,3,27,11,40.7,10,14,3,1,0,0,1,0,6,1,0,Matches
2387,Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,25,1995,9.0,3,2,1,0,2,1,5,20.0,4,180,48,26.7,14,81,85,5,1,0,4,2,5,6,0,Matches
2388,Malik Sellouki,fr FRA,FWMF,Nice,fr Ligue 1,20,2000,0.7,0,0,0,0,0,0,1,0.0,1,19,5,26.3,2,6,11,2,0,0,2,2,2,0,0,Matches
2389,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,28,1992,6.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,1,0,Matches
2390,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,26,1993,33.1,85,53,55,19,11,39,70,55.7,31,552,164,29.7,271,185,96,54,12,0,42,45,130,89,0,Matches
2391,Léo Sena,br BRA,MF,Spezia,it Serie A,24,1995,9.8,24,15,10,9,5,9,24,37.5,15,159,54,34.0,50,80,29,24,4,0,20,13,37,8,0,Matches
2392,Stefano Sensi,it ITA,MF,Inter,it Serie A,24,1995,6.7,13,10,6,5,2,3,9,33.3,6,121,30,24.8,42,49,30,5,1,0,4,10,23,2,1,Matches
2393,Jaime Seoane,es ESP,MF,Huesca,es La Liga,23,1997,22.9,56,38,24,26,6,23,67,34.3,44,536,132,24.6,176,279,81,35,8,0,27,19,75,24,0,Matches
2394,Luigi Sepe,it ITA,GK,Parma,it Serie A,29,1991,36.0,0,0,0,0,0,0,2,0.0,2,3,0,0.0,3,0,0,0,0,0,0,0,0,0,0,Matches
2395,Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,23,1997,21.7,58,36,15,36,7,15,43,34.9,28,353,111,31.4,104,199,50,39,6,0,33,23,81,26,1,Matches
2396,Jean Seri,ci CIV,MF,Bordeaux,fr Ligue 1,29,1991,7.9,20,11,6,11,3,9,21,42.9,12,170,53,31.2,49,105,16,9,2,0,7,8,28,14,0,Matches
2397,Femi Seriki,eng ENG,DF,Sheffield Utd,eng Premier League,,,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2398,Ryan Sessegnon,eng ENG,DF,Hoffenheim,de Bundesliga,20,2000,17.5,47,25,28,10,9,14,39,35.9,25,316,97,30.7,125,128,63,45,3,0,42,20,67,47,0,Matches
2399,Nils Seufert,de GER,MFFW,Arminia,de Bundesliga,23,1997,3.8,11,8,0,7,4,2,10,20.0,8,87,20,23.0,14,47,26,4,1,0,3,2,13,6,0,Matches
2400,Edgar Sevikyan,ru RUS,MF,Levante,es La Liga,18,2001,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
2401,Stephan El Shaarawy,it ITA,FWMF,Roma,it Serie A,27,1992,6.4,5,2,2,3,0,2,5,40.0,3,86,13,15.1,15,39,32,6,1,0,5,5,10,2,0,Matches
2402,Jamie Shackleton,eng ENG,MFDF,Leeds United,eng Premier League,20,1999,5.1,8,5,4,4,0,1,8,12.5,7,74,18,24.3,21,37,16,7,1,0,6,6,14,5,0,Matches
2403,Xherdan Shaqiri,ch SUI,MFFW,Liverpool,eng Premier League,28,1991,6.2,6,4,4,1,1,2,6,33.3,4,100,33,33.0,22,36,42,8,0,0,8,4,10,1,0,Matches
2404,Billy Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,34,1986,8.2,7,5,0,5,2,3,10,30.0,7,145,34,23.4,13,63,69,2,0,0,2,3,10,1,0,Matches
2405,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,25,1995,29.5,61,44,29,22,10,24,42,57.1,18,363,138,38.0,129,151,83,62,10,0,52,29,90,54,2,Matches
2406,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,28,1992,29.1,48,25,26,18,4,12,51,23.5,39,387,76,19.6,165,170,52,35,12,1,23,43,91,67,0,Matches
2407,Eldor Shomurodov,uz UZB,FW,Genoa,it Serie A,25,1995,18.6,29,17,8,13,8,4,19,21.1,15,390,109,27.9,46,191,153,19,2,0,17,7,36,13,0,Matches
2408,Shola Shoretire,eng ENG,FW,Manchester Utd,eng Premier League,16,2004,0.1,0,0,0,0,0,0,0,,0,11,3,27.3,3,6,2,0,0,0,0,0,0,0,0,Matches
2409,Mahame Siby,fr FRA,MFFW,Strasbourg,fr Ligue 1,24,1996,0.2,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2410,Abdoulaye Sidibé,fr FRA,MF,Saint-Étienne,fr Ligue 1,18,2002,0.1,1,1,1,0,0,1,3,33.3,2,8,2,25.0,6,1,1,0,0,0,0,0,1,0,0,Matches
2411,Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,28,1992,22.0,63,36,31,26,6,32,50,64.0,18,237,92,38.8,101,102,34,30,5,0,25,46,109,63,2,Matches
2412,Sidnei,br BRA,DF,Betis,es La Liga,30,1989,7.7,12,4,8,4,0,3,10,30.0,7,64,16,25.0,36,25,3,10,4,0,6,10,22,39,0,Matches
2413,Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,22,1998,7.2,4,1,0,2,2,0,6,0.0,6,115,33,28.7,9,50,56,2,2,0,0,2,6,5,0,Matches
